source1_entity_id	candidate_entity_ids
S1-621761582	S3-131889212,S2-984241859,S3-172792404,S3-325206472,S2-212955583,S2-230457131,S3-714994003,S2-913976206,S3-155197537,S3-603055147,S2-183050312,S2-235976983,S2-252321761,S2-972265060,S3-605264871
S1-349458496	S2-836846019,S3-670677682,S2-836906889,S2-83042259,S2-571013920,S3-292257863,S2-628011193,S2-960129567,S3-558795526,S2-972051451,S3-364986602,S3-510827483,S2-910112818,S2-178867720,S2-665981472
S1-851769617	S2-550763752,S3-485222128,S3-798182641,S2-92854944,S2-351822798,S2-647040826,S2-594607876,S3-53273692,S2-31633295,S2-932434431,S3-630039036,S3-116927377,S3-372230683,S2-674223031,S2-862433822
S1-156869488	S3-432825192,S2-183900549,S3-337073328,S3-118787430,S3-289566539,S3-702393009,S3-39511634,S3-52378572,S3-429652204,S3-145169487,S2-839523258,S3-898251122,S2-806523322,S3-763696279,S3-623966836
S1-727634534	S3-36944044,S2-633921347,S2-890463640,S3-784586914,S2-228779604,S3-139004644,S3-450900125,S2-76624148,S2-398902312,S2-28134581,S2-384330461,S3-61739004,S2-573094730,S2-910112818,S2-121611732
S1-853993166	S2-294835210,S2-977599464,S3-71633370,S2-641048180,S3-285065926,S3-940712731,S2-867607931,S2-953098128,S2-232342145,S2-671212976,S2-696885509,S2-407917981,S2-742406486,S3-615063963,S2-155086154
S1-882698520	S2-833900025,S2-662221399,S3-976237098,S2-287872643,S3-939402555,S3-936824366,S2-131488214,S3-781754949,S3-299576808,S2-330823411,S3-38487246,S2-436041396,S2-259105160,S3-343632632,S2-40746806
S1-893318925	S2-800992054,S2-121534599,S2-947466256,S2-520587790,S3-116294622,S2-642921016,S2-79905632,S2-76923389,S3-832434530,S2-378867947,S2-129637001,S3-790559214,S3-607937307,S2-152587093,S3-127901012
S1-948768038	S2-199348255,S3-382713933,S2-285274066,S3-519607489,S2-690500641,S2-889582376,S3-27816546,S3-57657886,S3-446540729,S3-199789230,S2-541092314,S2-981916482,S2-519903945,S3-75273406,S3-429911558
S1-513693430	S3-521506319,S3-995518735,S3-605909368,S2-937858663,S2-695240341,S2-12970251,S3-7812561,S3-991773414,S2-981104251,S3-497990628,S3-679906322,S3-602693922,S3-921471996,S2-45990897,S3-439688939
S1-90406410	S2-176139646,S2-905737147,S2-820381218,S2-706615728,S2-823869687,S2-785589800,S3-817896451,S3-233998558,S3-962314263,S3-520867148,S2-595795733,S2-196192413,S2-41143092,S3-859666578,S3-886031599
S1-545645075	S2-964680461,S2-216470228,S3-518679355,S3-605352916,S3-783799622,S2-983802800,S2-880225616,S2-503750580,S3-451398758,S3-828072436,S2-890218607,S2-279477360,S2-865536572,S2-62535217,S2-421540927
S1-468172551	S3-334573368,S3-174724189,S3-955799035,S2-46771753,S2-613431408,S2-747793486,S3-158765196,S3-725973886,S3-193491665,S3-686275314,S3-727034007,S2-354091917,S2-184020156,S3-531628720,S3-830489604
S1-791155002	S3-206073073,S2-995454342,S2-428899461,S3-339734079,S3-918995225,S2-495912184,S2-949235653,S2-643744129,S2-209410163,S3-1897397,S2-729049632,S2-640747746,S2-42320993,S2-326301027,S2-528483872
S1-549242522	S2-210601194,S2-103317508,S2-459018782,S2-244340971,S3-344941654,S2-82369450,S3-120782572,S3-315861895,S2-802351030,S2-565295384,S3-109335189,S3-371417057,S3-309754919,S2-86506536,S2-679333576
S1-183760590	S2-980457024,S2-557882604,S3-697956436,S2-665981472,S3-459404957,S2-402816908,S2-949133216,S3-131522411,S2-209709244,S2-477373580,S3-810371208,S2-281482759,S3-753489692,S3-448277175,S3-533193854
S1-244809602	S3-620281695,S2-325489877,S2-312533710,S2-960693506,S2-17360295,S2-177192517,S3-301719470,S3-241772409,S2-65623277,S3-124238386,S2-850724027,S2-293675262,S3-350551067,S2-494828371,S3-126982322
S1-340929942	S2-849580158,S3-700982319,S3-316794132,S2-656157274,S2-174396062,S3-321023273,S2-716588163,S3-317410340,S2-156054800,S2-432522197,S2-536514418,S2-46777321,S2-252469399,S2-582679076,S3-679251174
S1-596555182	S2-126222886,S2-852307591,S3-728872378,S2-731368331,S2-179458531,S3-332361882,S3-943032673,S2-121185264,S2-246802983,S2-523935459,S3-706632872,S2-739603930,S3-831988468,S2-915202445,S2-690150443
S1-495878698	S2-600313473,S2-692356310,S2-166606349,S2-762793223,S2-269775293,S3-388933339,S2-966906886,S2-822377517,S3-44042128,S3-585617171,S3-484444209,S3-130903192,S2-680155243,S3-768137581,S2-411395943
S1-755546342	S2-481306942,S2-1986290,S2-226551251,S2-174609481,S2-30769224,S2-388362035,S2-216434283,S3-48786952,S2-76243565,S3-381564616,S2-624920895,S3-719151467,S2-633677238,S2-136113375,S3-663208246
S1-938792097	S2-965399023,S2-651292790,S2-53619573,S3-969145106,S2-641217477,S2-296830281,S3-775058013,S2-891240803,S3-62399571,S2-258904656,S3-697309378,S2-772323364,S3-369356211,S3-644940510,S3-446482196
S1-457922425	S3-827068074,S3-21862534,S3-435570525,S3-702628487,S2-730588551,S3-709470866,S2-611600991,S2-18050849,S3-236286128,S2-251923115,S2-915769300,S2-537095996,S2-243727596,S2-733946064,S2-274905162
S1-181290919	S2-550763752,S3-116927377,S2-92854944,S2-594607876,S3-485222128,S2-932434431,S3-53273692,S2-647040826,S3-630039036,S3-798182641,S2-202159021,S2-351822798,S2-674223031,S2-31633295,S2-776794265
S1-215396556	S2-120391369,S2-757487043,S3-337073328,S3-432825192,S3-118787430,S3-289566539,S2-806523322,S3-912374499,S2-189226576,S3-807110325,S2-978253391,S2-496765251,S2-488565793,S3-345344036,S2-123459391
S1-574668375	S2-64510343,S2-708389947,S2-784569977,S3-533981091,S3-784986936,S2-903960790,S3-891901989,S3-565528166,S2-977609843,S2-147321898,S3-805347792,S3-579902553,S3-554168475,S2-713235203,S3-757566572
S1-951623450	S3-552762137,S2-615464322,S2-974807079,S2-998532634,S2-459481005,S2-163588551,S3-304735319,S2-309819640,S2-580778336,S3-86467247,S2-495565633,S2-223493773,S2-12779077,S2-640747746,S2-382973609
S1-921473285	S2-640747746,S2-643744129,S3-670666444,S3-181942245,S2-559859533,S2-918895053,S2-961688207,S2-566688803,S2-846681979,S2-278706261,S2-326301027,S2-158606915,S2-426144370,S2-926062346,S2-120609271
S1-437415597	S2-824414038,S2-162252776,S2-634994990,S2-426481260,S2-158641226,S2-327707439,S2-564502430,S3-776069634,S3-90100170,S3-692222071,S2-694627142,S3-301605680,S3-181434148,S2-780872035,S3-742318382
S1-360909582	S2-939131514,S2-717160791,S2-157564986,S3-36343349,S3-546974268,S3-726039825,S3-393515370,S2-235039028,S2-161949377,S3-222783425,S2-916399099,S3-530107911,S2-199384569,S3-710459140,S3-570524464
S1-154383438	S3-74621216,S2-914794752,S2-105671746,S2-971873262,S3-965338660,S2-450445631,S3-870803842,S3-290226494,S2-449392076,S3-210782966,S3-850261723,S3-533744601,S2-824972458,S3-876418811,S3-691388937
S1-491337400	S3-913436639,S3-540335041,S2-908719488,S2-49040855,S3-729267832,S2-785971729,S2-26670373,S2-71201246,S3-658103145,S3-710694466,S3-295424183,S2-928122498,S3-194038047,S3-159562080,S3-483038653
S1-679660495	S2-253704160,S3-624193339,S2-371168439,S2-741298163,S2-306085496,S2-356775340,S3-705136920,S2-351870381,S2-659362907,S2-820761727,S2-211389639,S2-671736202,S2-174939675,S3-152249261,S2-475524221
S1-746193689	S3-254490394,S2-736654053,S2-381785440,S2-988228866,S3-250930431,S3-81212547,S3-460838034,S3-966459156,S3-481434198,S3-596615486,S2-846535978,S2-400132919,S2-518011514,S3-556850147,S2-49461175
S1-401850061	S3-705615961,S3-204300421,S2-921111723,S3-470786539,S2-322877870,S2-919385476,S2-1240778,S2-298761341,S2-598177562,S2-800098684,S3-686275314,S2-222899205,S2-283725613,S3-725162469,S2-426439815
S1-8000604	S2-354233452,S3-33842912,S3-738864801,S2-475419520,S2-250598875,S3-435412028,S2-667917730,S3-841369062,S2-569860965,S2-290727820,S3-878325319,S2-231042988,S3-750595179,S3-711373924,S2-516126165
S1-872302647	S2-48866343,S3-742338332,S2-78769581,S2-914673196,S2-747466359,S3-834479800,S2-418551982,S2-170548497,S3-715736002,S3-326819653,S3-354853822,S3-574270043,S2-411345119,S3-693785778,S2-138068334
S1-82192539	S2-422774904,S3-44210422,S3-454183630,S2-3256414,S3-297355678,S2-23798630,S2-919706463,S3-84411245,S3-33251794,S3-582063637,S3-979234382,S2-35086639,S2-250915022,S3-577510868,S3-460561057
S1-690582233	S2-954124079,S2-867710047,S3-825986603,S2-420385975,S3-575267165,S2-38470677,S2-478122065,S3-944716559,S2-15235408,S2-659685525,S3-98777725,S2-631521974,S3-309601238,S3-950636309,S2-953579753
S1-311486232	S2-891690438,S2-475793028,S2-839747669,S3-9866515,S2-231732832,S3-941837513,S3-372614065,S2-356986111,S2-219128254,S3-3876634,S3-616774466,S3-546553274,S2-398460096,S2-920169761,S2-64011562
S1-366279397	S3-682142621,S3-709470866,S2-12796093,S2-611600991,S3-562460845,S2-251923115,S2-93531460,S2-915769300,S2-18050849,S3-25629565,S3-701301535,S2-645138790,S2-733946064,S2-892054698,S3-82194344
S1-855700872	S2-816989315,S2-625988543,S2-290655819,S3-56499780,S2-997447520,S2-840004711,S2-956119495,S2-867219610,S2-320320411,S2-542224090,S2-153235761,S2-921467017,S3-83373495,S3-859268022,S3-580654791
S1-320229740	S2-715851950,S2-559968500,S3-574270043,S2-763379556,S2-687939123,S3-775274701,S2-414011287,S2-578590880,S2-680125018,S3-937043034,S2-263930722,S2-760535604,S3-354575502,S3-392777500,S2-747793486
S1-826696794	S2-576739598,S3-468708763,S2-759979128,S2-841152676,S3-606682330,S2-799199580,S2-790947608,S2-472530538,S3-179180087,S2-671736202,S3-109529398,S2-608750139,S3-662219737,S2-184582259,S2-672080705
S1-411563198	S3-476039063,S3-210746528,S2-588597341,S3-306820606,S2-575329360,S3-287103517,S2-166376419,S2-386575117,S3-783135164,S3-461399466,S2-539943184,S2-216233158,S3-310201622,S3-273063032,S3-805347792
S1-256282960	S3-78827696,S3-279776999,S3-995921025,S2-484700872,S3-18259864,S2-258904656,S2-139574427,S3-721676529,S2-74992830,S2-133763910,S3-437158071,S2-744794854,S2-877647740,S2-794352292,S3-191193147
S1-234585908	S2-158828409,S3-702675443,S2-133664209,S3-618126362,S2-542732821,S2-566627479,S3-514041989,S3-515070218,S2-413822422,S2-557520173,S2-590386743,S2-918349502,S3-570726077,S3-256485928,S3-190690091
S1-409413534	S2-375938862,S3-366253998,S3-210674363,S2-492826161,S3-333575412,S2-969898742,S2-600115417,S2-787337411,S2-58406671,S2-114171211,S2-168560796,S3-370396454,S2-849136094,S2-78682340,S2-3332574
S1-633109512	S2-126113089,S3-987704104,S3-8782083,S3-418232358,S2-182677596,S3-27933425,S2-549110351,S2-315918323,S2-321133590,S2-70247599,S2-495912184,S2-399052000,S2-806573115,S3-545285539,S2-640747746
S1-265007680	S2-177918546,S2-213874601,S3-579386034,S3-337369967,S3-682860703,S3-302901311,S3-755653137,S3-929571361,S3-853711369,S2-119087459,S3-116697074,S2-998532634,S2-821982484,S2-698245094,S3-636060692
S1-262294930	S2-609334836,S2-812353470,S3-70704068,S3-518368288,S3-803203400,S2-174396062,S3-798626201,S2-986716530,S2-527059989,S2-28134581,S2-300552236,S3-989293148,S3-571312550,S2-857150604,S3-818650523
S1-410474103	S2-712486191,S2-154655572,S3-302901311,S3-58137908,S2-528329037,S3-666512753,S2-775099408,S2-190103142,S3-339513239,S3-313299669,S3-505544021,S3-859913493,S2-982950235,S2-321398182,S3-174870362
S1-741813500	S2-483436853,S3-623835736,S2-309950217,S3-441424516,S3-233751512,S3-710459140,S3-74446391,S3-594039593,S2-51363526,S2-522067207,S2-488702552,S2-609126175,S2-133067225,S3-398979445,S2-608516372
S1-496346323	S2-626832027,S3-19100181,S2-937509955,S3-863259103,S2-450266205,S2-39872851,S3-563404100,S2-6467307,S2-146516261,S2-252010908,S3-957396127,S2-261144736,S2-123459391,S2-381850998,S3-749077451
S1-569898026	S3-506919436,S2-59240430,S3-751033442,S3-876928431,S3-193461469,S2-971873262,S2-716107739,S3-868753307,S2-686366565,S3-999864867,S3-942062117,S2-619844913,S2-310313046,S3-158815053,S3-398915272
S1-497340561	S2-971873262,S3-850261723,S2-438678740,S3-691388937,S2-123315323,S3-28509014,S3-103395575,S3-360035544,S2-40574852,S3-605834068,S3-524065833,S2-824972458,S2-105671746,S3-121712118,S3-870803842
S1-52451029	S2-670752375,S3-418483324,S2-723642257,S2-103972023,S2-411562965,S3-162980437,S3-553961643,S3-781467764,S2-177348709,S3-324536147,S2-242055718,S3-726805583,S3-765275693,S2-278254185,S3-980163469
S1-533445371	S3-581577760,S2-125254201,S2-908719488,S2-912252732,S2-966985435,S2-374779945,S2-532353401,S3-328203524,S2-821383594,S2-33513454,S3-623765588,S2-822714622,S2-918763928,S3-839795799,S2-43091282
S1-252832899	S2-922159873,S2-185654339,S3-85700997,S3-594898057,S3-11638243,S3-567135485,S3-507422154,S3-303878846,S2-792661362,S3-937971985,S3-239896543,S3-40601768,S3-664726007,S2-436973961,S3-320471808
S1-194887455	S2-894313135,S3-411821897,S3-414418981,S2-690151442,S2-710492190,S2-630890287,S2-878768582,S2-54659459,S3-53105230,S2-894152578,S3-951141031,S2-962522174,S2-399112375,S2-250915022,S2-474914898
S1-520710871	S2-165863386,S3-110630740,S3-648102632,S2-424537185,S2-721134375,S3-830387454,S2-166376419,S2-958833026,S3-35900036,S3-844109750,S2-60818919,S3-1977697,S3-783632803,S3-752772662,S3-12915038
S1-106671505	S2-778792105,S3-458735965,S2-943222249,S3-913436639,S3-769355850,S3-640110153,S2-134697040,S3-540335041,S2-873232185,S2-105671746,S2-237499913,S3-358488006,S2-31855479,S2-729345807,S2-214447140
S1-375370928	S2-997592409,S3-352624771,S3-87959295,S3-423849668,S2-138702507,S2-646516046,S2-360633734,S2-686350780,S2-546426576,S2-647437327,S2-828634638,S2-576774941,S3-521861594,S3-265900912,S2-474934237
S1-607852072	S3-389401238,S2-687655650,S3-96873382,S2-623031574,S3-905758242,S3-522754057,S3-42140506,S3-515119977,S3-761526892,S2-264843504,S2-258676677,S2-247565679,S3-743458177,S3-577060316,S3-18092068
S1-817683544	S2-118275942,S2-729028339,S2-298914373,S2-766550527,S2-436840512,S2-584056960,S3-55088333,S2-434711089,S3-739932065,S3-134087016,S3-750038513,S3-928338530,S3-815150864,S3-975576582,S3-262502185
S1-552658307	S3-943032673,S3-332361882,S3-831988468,S2-915202445,S2-944030245,S2-246802983,S3-912485810,S2-523935459,S3-517304260,S2-517966898,S2-258046397,S2-121185264,S2-743481583,S2-722876090,S2-279795129
S1-617760637	S3-937743950,S2-563158163,S2-789983455,S2-92758088,S3-876184494,S2-8914613,S2-900988602,S3-636533366,S3-630156578,S2-189369955,S2-595691991,S3-720531480,S2-347017935,S2-173181959,S2-783158461
S1-941709619	S3-741321466,S2-455209026,S2-7418163,S3-18473496,S3-599568869,S3-244849851,S3-134332125,S3-928338530,S2-937720083,S3-996431609,S3-882605073,S3-886852683,S2-147279394,S3-527174779,S3-478254326
S1-311090979	S3-511099787,S2-997592409,S3-352624771,S2-829124015,S3-769333570,S3-423849668,S3-521861594,S3-23561313,S3-87959295,S3-528999942,S2-828634638,S2-646516046,S2-546426576,S3-265900912,S3-949300114
S1-854288036	S2-581436607,S2-42670115,S3-740241379,S3-804001801,S2-934922347,S2-120391369,S2-136113375,S2-757487043,S3-593885516,S2-539531490,S3-331595551,S2-510916447,S2-978253391,S2-496765251,S2-94068349
S1-930644837	S2-382440808,S2-715905554,S2-187593824,S2-945813340,S3-859268022,S3-640997844,S3-868173099,S2-605734275,S3-866217192,S3-566328140,S3-948466849,S3-529263046,S2-831625227,S3-128062172,S3-285521292
S1-481652414	S2-438085957,S3-732207078,S3-833085447,S3-967021627,S3-777703134,S2-27148087,S2-574349442,S2-526876910,S2-960276783,S3-985491495,S3-194038047,S3-476778426,S2-852115447,S2-867614780,S2-339853392
S1-691663442	S3-171901473,S2-602695064,S2-196088758,S3-283782555,S2-929054875,S3-42212081,S2-573471649,S2-230546497,S2-9622708,S3-637595241,S3-639651774,S2-515386320,S2-175456325,S3-328051645,S2-177471665
S1-451464552	S3-604855185,S2-290655819,S3-882605073,S3-844109750,S2-972265060,S2-625988543,S2-142031060,S2-840004711,S2-921467017,S2-867219610,S2-956119495,S2-535538356,S2-615909795,S2-585744040,S2-955730734
S1-71265566	S2-376791375,S3-903323250,S2-485969289,S2-508901477,S3-555672885,S2-81084363,S2-878639783,S3-168683818,S2-290655819,S3-566328140,S2-945813340,S3-859268022,S2-529318908,S3-188251108,S3-939120581
S1-44019475	S3-379265170,S3-176880631,S3-960875960,S2-455830760,S2-116748146,S2-369458829,S2-466667272,S2-7495917,S2-750426664,S3-642473422,S2-606610295,S3-478524206,S2-874488020,S2-773705845,S2-277444929
S1-504442535	S2-738448002,S2-983579795,S2-430367614,S3-178999487,S2-715096064,S2-130291706,S3-396101977,S2-837663921,S2-985216261,S3-712567956,S2-731097037,S3-727472696,S2-968661299,S3-358488006,S2-804872908
S1-766866439	S2-462926227,S2-211359524,S2-568874744,S2-889578554,S2-234531116,S2-1068035,S2-908457811,S3-654683968,S2-268504009,S2-50586341,S2-939074826,S2-731215113,S2-941411557,S2-128766509,S2-981550471
S1-6728823	S2-641217477,S2-258904656,S3-858508324,S3-81118620,S3-339683145,S2-199235212,S2-53619573,S2-651292790,S3-227365907,S3-195054513,S3-220688026,S3-783126795,S3-88317059,S3-148101035,S3-697309378
S1-499242108	S2-863755882,S3-72313239,S3-255985946,S3-775613160,S2-938623294,S2-565976380,S2-138702507,S2-834738396,S3-811208444,S3-351179638,S3-87582110,S2-693307120,S3-893149997,S2-537997029,S3-113599531
S1-847883289	S3-471847899,S2-946872072,S2-564829794,S2-229217508,S3-819935112,S3-396101977,S2-200288263,S2-326946504,S2-269084113,S2-724723594,S2-658347451,S2-202135780,S3-31702339,S3-289677596,S2-335825003
S1-639708214	S2-423099834,S3-199665712,S2-757677016,S2-123409799,S3-367052311,S3-666059878,S3-194604082,S3-771692836,S3-876928431,S3-222783425,S2-937987341,S3-328203524,S2-960361858,S3-13225565,S2-609126175
S1-914958503	S3-827068074,S3-21862534,S3-702628487,S3-435570525,S2-537095996,S3-709470866,S2-611600991,S2-18050849,S2-274905162,S2-251923115,S3-236286128,S2-915769300,S2-213113754,S2-645138790,S3-701301535
S1-677633780	S3-105263451,S2-867614780,S3-506673929,S2-404431253,S3-967450305,S2-849819552,S2-960276783,S3-194038047,S2-569872,S2-18877748,S2-672321572,S2-255396836,S2-92835928,S3-609689734,S3-38603666
S1-927838010	S3-803675521,S2-921467017,S3-627028990,S3-797756565,S2-290655819,S3-471731074,S3-566328140,S3-453975312,S2-997447520,S3-4309704,S3-134332125,S3-441188460,S2-840004711,S3-222431648,S2-293759502
S1-328196988	S3-504279934,S3-202227523,S3-583170852,S3-511742220,S3-770184671,S2-680975580,S3-230402362,S2-540853782,S2-510383940,S2-178951342,S3-994836709,S2-504223867,S2-179461226,S3-35885295,S2-715759077
S1-936820081	S2-198938800,S3-32634960,S3-185790208,S3-709470866,S2-611600991,S2-915769300,S3-783434607,S2-251923115,S2-312533710,S2-544365657,S2-802075529,S2-733946064,S3-701301535,S3-815943829,S2-645138790
S1-95503899	S2-908516992,S2-150348786,S2-681275696,S3-78039510,S3-987704104,S3-8782083,S3-852557029,S2-126113089,S3-27933425,S2-906753214,S2-949235653,S2-187593824,S3-64570845,S2-445994325,S2-471713609
S1-557511339	S3-876123934,S2-453482489,S2-513883520,S2-716107739,S2-558505389,S3-429911558,S3-594601084,S2-863755882,S3-722381828,S3-826237923,S2-576888089,S3-656774991,S2-285274066,S3-44351165,S3-979234382
S1-529563044	S2-206879860,S2-147317655,S2-244847722,S2-255178941,S2-76382003,S2-439384858,S2-461664377,S3-961916983,S3-126568401,S3-497990628,S3-889420056,S2-43073112,S3-970679669,S2-910212980,S3-868176134
S1-27508378	S2-92835928,S2-196088758,S2-699301561,S3-433100967,S3-305178768,S3-460838034,S2-267771398,S2-794926277,S2-952581224,S2-595913199,S2-105671746,S2-179095524,S3-664703062,S3-875062984,S2-374447205
S1-456709533	S2-150305750,S3-957057154,S3-579264104,S3-711630323,S2-333060453,S3-886844617,S2-727779637,S2-837615087,S2-340882825,S3-506858538,S3-507271029,S2-498215317,S2-843071321,S2-337462823,S2-165768476
S1-186737681	S2-349365849,S3-28509014,S2-772997011,S3-531211291,S3-60887313,S2-357857285,S2-792034672,S2-447184042,S3-213092687,S2-909581680,S3-790184255,S3-537818960,S2-735844220,S2-794926277,S3-194220781
S1-425938131	S2-645138790,S2-293675262,S2-915769300,S2-611600991,S3-709470866,S2-285260582,S2-251923115,S3-539569476,S3-16906411,S2-68511408,S2-890423795,S2-802075529,S3-887660270,S2-93135134,S3-701301535
S1-541300902	S2-54240116,S2-224520354,S3-234548018,S2-479261653,S2-414895830,S3-853852679,S2-871160922,S2-345475565,S2-59129159,S3-699463355,S2-571013920,S3-945755610,S2-231286144,S2-590757045,S2-398659226
S1-245736163	S2-801515500,S2-265951472,S2-200200363,S2-182677596,S3-46672214,S2-549110351,S2-516030727,S3-21862534,S3-521283666,S2-315918323,S2-939986664,S3-668406525,S3-996431609,S2-913038433,S3-780118815
S1-279145576	S2-841041204,S2-25714222,S2-213138164,S2-779405377,S2-447804682,S3-180927302,S3-720605374,S2-646579063,S2-148968056,S2-706455784,S2-476688679,S3-19880359,S3-459298427,S3-18532307,S2-957597561
S1-609062608	S2-636835876,S2-353977780,S2-804304429,S3-863036893,S3-38043078,S2-600115417,S2-512382393,S2-58406671,S3-815943829,S2-345516678,S2-969898742,S2-114171211,S3-155754421,S2-311326755,S2-78682340
S1-108284040	S3-459805824,S2-59129159,S3-106343583,S3-762750250,S2-294114423,S3-113599531,S2-918763928,S2-998910997,S2-716107739,S3-395749895,S2-708386648,S2-78644395,S3-443516445,S3-692222071,S2-440765604
S1-942110962	S2-833900025,S2-662221399,S3-976237098,S2-287872643,S3-547072048,S2-256286125,S3-54245155,S2-69559356,S2-232484718,S3-993712755,S3-161412777,S3-688354842,S3-781754949,S3-152113695,S2-671212976
S1-98442615	S2-818687100,S2-290655819,S3-81118620,S2-840004711,S2-776942202,S2-116895353,S3-227365907,S2-625988543,S2-884963749,S2-867219610,S3-441188460,S2-725764342,S3-339683145,S2-142031060,S2-921467017
S1-48453378	S3-694708589,S2-904488870,S2-953643315,S3-250536983,S3-200202678,S2-365560637,S2-829280506,S2-575370403,S2-144066810,S3-812130826,S2-429661233,S3-617511857,S3-113889410,S2-578620577,S2-944147628
S1-850758454	S2-663049678,S2-535009147,S2-155636061,S3-678970148,S2-160811222,S2-311029819,S2-789302288,S3-799967115,S3-212001088,S3-354990644,S3-117874334,S3-169505996,S2-921202375,S3-58857709,S2-166376419
S1-367793476	S3-648102632,S3-862063751,S2-512950951,S2-424537185,S3-511647418,S3-828488045,S3-483125038,S3-599692757,S3-946774031,S2-708727646,S3-390950751,S3-830387454,S2-182677596,S3-476332991,S3-471731074
S1-435229220	S3-395741764,S2-727314761,S3-212390325,S2-38041426,S2-841917974,S2-504223867,S2-883981278,S3-13225293,S2-321975134,S3-657222970,S2-630688873,S2-566728597,S3-36372625,S2-518525663,S2-58825780
S1-837510013	S3-864556118,S3-126682552,S2-495912184,S2-150348786,S2-681275696,S2-722166534,S2-182677596,S2-155574448,S2-908516992,S2-640747746,S2-187593824,S2-629475386,S2-186918703,S2-549110351,S2-648755299
S1-44244376	S2-481306942,S2-226551251,S2-1986290,S2-174609481,S3-48786952,S2-30769224,S2-388362035,S2-216434283,S2-76243565,S2-633677238,S2-624920895,S2-219374527,S3-663208246,S2-136113375,S3-381564616
S1-304476315	S2-127778636,S3-734521148,S2-503750580,S2-650621734,S3-952359324,S2-95090414,S2-983802800,S2-150882117,S2-28956606,S2-820645328,S2-920706546,S2-471713609,S2-386575117,S2-300667965,S2-775394710
S1-205103751	S2-196088758,S3-113599531,S2-250788994,S2-126411084,S3-710459140,S2-595913199,S3-664703062,S2-995335581,S2-105671746,S3-675374467,S3-486592219,S3-818650523,S3-375471546,S2-480877177,S2-487136175
S1-778632723	S3-937743950,S2-789983455,S3-876184494,S2-563158163,S2-92758088,S2-900988602,S2-595691991,S2-747466359,S2-189369955,S2-914673196,S2-8914613,S2-347017935,S3-560071717,S3-526595588,S3-636533366
S1-1727907	S2-91404065,S2-182677596,S2-549110351,S2-321133590,S2-927844008,S2-399052000,S3-8163509,S2-315918323,S2-640747746,S2-372789171,S2-263622543,S2-495912184,S2-126113089,S3-640691361,S3-589614096
S1-807405756	S3-967797308,S3-568398187,S2-91704178,S2-178951342,S3-257382564,S3-271502822,S3-735612692,S2-69559356,S3-251270797,S2-457491323,S2-434575880,S3-320617216,S2-922880280,S2-973292523,S2-708515809
S1-161210403	S2-290655819,S3-441188460,S2-921467017,S2-625988543,S2-153235761,S2-394554163,S3-931454338,S2-956119495,S3-19516150,S3-485162371,S2-293759502,S2-615909795,S2-840004711,S2-668513597,S2-75989170
S1-5718747	S2-311814169,S3-51584264,S2-616432525,S3-687948594,S2-70247599,S3-860321482,S2-539943184,S3-959034257,S2-912435652,S2-759542904,S2-833227760,S3-203457507,S2-891240803,S2-707195845,S2-536231721
S1-91116287	S3-768751283,S2-885731246,S2-605633090,S2-459758045,S2-358237238,S2-882118036,S2-640987463,S2-895798537,S2-212698060,S3-572363539,S2-806902783,S2-630829551,S2-176116039,S2-833227760,S2-214835079
S1-538020889	S2-879158207,S2-82078690,S2-198163085,S3-459890455,S2-423430756,S3-632713634,S3-169550697,S2-525859393,S2-735201125,S2-226671698,S2-645242491,S3-834848830,S2-455830760,S3-601881733,S2-432715099
S1-199433633	S3-180367003,S3-778455885,S2-620446219,S2-421612601,S3-807110325,S3-523245796,S3-76330975,S2-149157756,S3-122697016,S2-445637459,S2-975334742,S3-355108733,S3-290374534,S3-225751331,S3-14801142
S1-571777559	S3-551580447,S3-150401746,S3-901865937,S2-49714549,S2-436621421,S2-319761515,S3-711373924,S3-854866925,S2-484254734,S3-575968805,S3-170291721,S2-560300733,S2-709626608,S2-706238826,S3-464381537
S1-159677035	S2-850418435,S3-959990185,S3-652595355,S3-323278962,S2-783841787,S2-262031736,S3-726357182,S2-729718584,S3-113462535,S3-795469394,S3-577444231,S2-374123528,S3-879599711,S2-335647296,S2-793479348
S1-560811925	S2-130736404,S3-222675812,S2-955718772,S2-362515452,S3-607762481,S3-593689758,S3-580253663,S3-101481419,S3-540335041,S3-839192400,S3-988710395,S3-226426166,S3-124694155,S3-181345088,S3-852705772
S1-730644474	S2-120350789,S2-199348255,S3-519607489,S3-387471285,S3-439043205,S3-959990185,S2-690500641,S3-377061965,S3-759625536,S3-57657886,S3-446540729,S2-105463326,S3-945864957,S2-910920599,S2-762632812
S1-277346734	S3-419101018,S2-174609481,S3-517084261,S2-487166499,S3-109335189,S2-321590098,S2-63261077,S2-672736825,S3-519606520,S3-406009851,S3-546615245,S2-148135037,S3-657028395,S3-372653922,S2-335971882
S1-27455843	S3-993643866,S2-622064104,S3-370396454,S2-309819640,S3-921855308,S2-389587679,S2-160694137,S3-258774916,S2-998532634,S2-672381387,S3-67687930,S2-876313973,S3-279044583,S2-395800668,S3-274025362
S1-721895642	S2-504223867,S3-940712731,S3-980949237,S3-855328569,S3-199665712,S2-31855479,S2-539393537,S2-369159065,S3-303878846,S3-928896137,S2-447804682,S2-574321972,S3-36343349,S3-29896826,S2-265295979
